student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
4043,3.7,98.2,6.7,46.8,1
4044,17.1,86.0,8.5,80.0,3
4045,21.5,80.0,3.8,100.0,4
4046,12.1,71.4,8.7,75.0,3
4047,19.9,100.0,8.2,100.0,4
4048,34.7,90.9,3.4,100.0,4
4049,14.3,100.0,8.1,85.3,4
4050,17.8,87.5,6.7,99.1,4
4051,9.8,87.1,4.6,70.7,3
4052,16.3,94.7,5.3,79.4,3
4053,18.2,73.6,1.8,92.1,4
4054,16.4,88.2,5.4,83.4,3
4055,7.9,99.7,4.1,87.1,4
4056,16.4,79.8,7.2,85.7,4
4057,25.2,86.5,4.5,100.0,4
4058,18.1,75.7,6.2,100.0,4
4059,21.7,74.4,8.4,100.0,4
4060,13.3,61.6,6.2,82.2,3
4061,20.2,83.9,1.5,94.4,4
4062,17.0,92.2,5.6,100.0,4
4063,8.3,72.3,5.5,67.9,2
4064,17.2,88.4,8.9,82.1,3
4065,8.1,72.5,4.0,81.2,3
4066,10.6,71.2,2.8,63.7,2
4067,16.3,85.2,5.6,100.0,4
4068,17.1,100.0,5.9,100.0,4
4069,6.7,90.4,5.4,78.6,3
4070,22.4,89.6,3.5,100.0,4
4071,19.0,80.9,4.8,89.2,4
4072,10.1,76.5,6.8,73.1,3
4073,4.2,74.5,6.4,71.0,3
4074,14.0,90.0,5.7,91.1,4
4075,11.9,83.3,6.2,89.2,4
4076,15.8,86.2,6.9,87.6,4
4077,12.5,81.9,3.5,80.1,3
4078,0.9,73.1,7.7,48.3,1
4079,12.3,90.4,5.7,98.9,4
4080,12.9,83.4,6.2,82.3,3
4081,19.4,80.5,6.6,96.7,4
4082,10.1,89.4,7.1,63.1,2
4083,26.8,100.0,4.6,100.0,4
4084,1.6,76.6,5.3,61.9,2
4085,24.2,83.0,7.0,100.0,4
4086,13.4,86.6,7.3,86.4,4
4087,21.0,78.7,4.4,100.0,4
4088,15.6,86.9,2.9,98.0,4
4089,23.0,97.1,4.6,98.5,4
4090,12.3,70.8,8.5,88.4,4
4091,7.3,74.1,9.6,69.1,2
4092,24.9,71.5,5.6,100.0,4
4093,14.2,100.0,3.6,81.6,3
4094,16.6,81.7,8.5,82.5,3
4095,23.6,81.3,4.8,100.0,4
4096,7.8,86.0,8.6,84.5,3
4097,19.2,75.9,5.8,96.0,4
4098,10.9,85.8,8.5,79.5,3
4099,14.1,85.7,4.7,81.7,3
4100,15.5,93.3,5.3,72.7,3
4101,4.5,85.9,6.8,50.4,1
4102,9.5,83.2,1.9,81.6,3
4103,24.5,80.0,5.2,100.0,4
4104,21.2,82.9,4.4,93.5,4
4105,14.6,100.0,8.2,88.0,4
4106,16.7,89.8,6.8,94.3,4
4107,12.9,65.5,6.2,79.7,3
4108,24.5,86.7,4.9,100.0,4
4109,13.6,78.0,4.0,83.1,3
4110,16.6,64.0,4.2,95.0,4
4111,23.0,81.5,5.0,100.0,4
4112,9.6,75.8,6.7,100.0,4
4113,25.9,89.0,10.0,100.0,4
4114,4.3,77.4,6.9,48.6,1
4115,26.4,92.7,4.5,100.0,4
4116,12.4,81.7,10.0,82.4,3
4117,13.3,91.4,2.6,84.8,3
4118,1.8,84.8,7.0,44.7,1
4119,11.8,100.0,7.8,83.5,3
4120,7.7,83.2,5.7,82.4,3
4121,10.7,84.6,3.1,84.5,3
4122,14.0,80.6,5.4,79.4,3
4123,21.7,76.0,7.9,100.0,4
4124,16.5,67.0,6.9,95.9,4
4125,17.2,88.6,9.0,83.4,3
4126,7.3,93.9,10.0,60.3,2
4127,8.8,73.4,9.1,68.4,2
4128,27.6,75.7,7.9,100.0,4
4129,9.9,80.2,3.0,59.0,2
4130,26.6,73.1,8.6,100.0,4
4131,13.3,97.6,4.6,84.5,3
4132,15.0,99.0,8.2,87.5,4
4133,22.5,90.1,7.2,100.0,4
4134,23.9,87.7,3.1,100.0,4
4135,14.2,79.3,6.9,83.3,3
4136,12.3,73.4,3.9,78.7,3
4137,14.6,76.3,4.3,90.5,4
4138,17.4,98.7,6.3,92.1,4
4139,21.2,74.6,4.1,100.0,4
4140,15.0,99.2,5.0,94.4,4
4141,19.3,100.0,6.5,100.0,4
4142,26.5,84.4,3.5,100.0,4
4143,17.7,78.2,9.4,83.0,3
4144,17.2,79.0,1.8,87.3,4
4145,4.4,75.3,9.2,70.7,3
4146,0.0,77.6,7.6,32.1,0
4147,17.7,73.3,6.6,99.7,4
4148,14.3,73.6,6.8,81.8,3
4149,11.4,91.6,2.1,78.6,3
4150,16.7,78.4,5.1,100.0,4
4151,14.6,65.1,7.4,89.7,4
4152,22.9,92.2,5.9,84.5,3
4153,15.6,86.0,7.7,98.7,4
4154,9.8,83.9,6.9,84.5,3
4155,21.9,100.0,8.4,100.0,4
4156,13.5,83.4,4.1,90.8,4
4157,18.7,95.0,8.8,100.0,4
4158,11.7,97.8,4.2,77.7,3
4159,10.5,86.0,2.5,75.4,3
4160,15.6,81.7,4.9,89.6,4
4161,15.1,70.8,9.0,95.4,4
4162,18.4,100.0,3.8,97.5,4
4163,13.1,97.7,6.5,88.6,4
4164,2.1,85.2,6.3,57.7,2
4165,12.0,84.7,5.7,82.1,3
4166,20.6,71.4,8.1,100.0,4
4167,12.9,79.0,5.5,84.0,3
4168,13.3,80.6,7.8,75.5,3
4169,21.9,85.0,3.6,100.0,4
4170,10.0,93.8,4.3,78.3,3
4171,4.2,91.9,7.1,55.8,2
4172,13.9,87.1,6.4,85.5,4
4173,11.6,100.0,1.9,75.1,3
4174,8.2,75.6,7.2,83.2,3
4175,13.8,81.7,5.6,83.0,3
4176,18.4,90.7,7.8,95.1,4
4177,14.9,61.8,5.8,81.4,3
4178,17.1,83.0,5.6,98.8,4
4179,27.7,75.5,6.0,100.0,4
4180,12.6,67.4,1.6,99.6,4
4181,16.9,93.0,5.1,77.4,3
4182,11.4,100.0,4.5,84.3,3
4183,9.1,88.0,4.6,71.1,3
4184,10.9,85.1,6.9,78.0,3
4185,11.6,91.4,8.8,82.7,3
4186,17.5,77.2,5.2,83.8,3
4187,31.4,74.3,5.2,100.0,4
4188,10.0,79.4,8.2,71.7,3
4189,12.1,98.2,6.6,74.8,3
4190,14.6,80.3,10.0,79.9,3
4191,17.8,84.5,6.2,81.6,3
4192,16.8,72.8,1.8,76.7,3
4193,24.0,77.5,7.4,95.4,4
4194,0.0,82.0,4.7,58.5,2
4195,0.0,90.2,3.5,42.8,1
4196,11.5,90.9,4.9,78.7,3
4197,22.7,92.6,3.6,100.0,4
4198,4.0,61.1,8.2,53.1,1
4199,0.0,100.0,5.3,51.2,1
4200,19.0,69.0,5.3,100.0,4
4201,16.7,72.0,8.0,86.3,4
4202,7.4,96.1,10.0,60.0,2
4203,8.1,76.2,4.9,69.0,2
4204,8.2,75.5,3.5,69.8,2
4205,15.8,82.0,9.3,94.2,4
4206,10.6,87.7,4.6,76.3,3
4207,18.5,90.3,4.6,100.0,4
4208,0.0,86.6,4.0,41.4,1
4209,9.0,81.3,5.9,82.0,3
4210,7.1,85.4,2.6,52.5,1
4211,13.2,94.9,2.9,78.2,3
4212,11.2,84.6,3.8,79.7,3
4213,20.6,84.3,4.1,100.0,4
4214,2.0,90.9,4.8,53.7,1
4215,15.3,72.6,6.5,91.9,4
4216,18.9,83.4,4.6,83.2,3
4217,28.0,92.3,7.1,100.0,4
4218,11.6,85.0,5.4,73.4,3
4219,17.3,75.4,4.3,83.0,3
4220,2.4,100.0,7.7,49.2,1
4221,0.0,90.0,3.2,47.9,1
4222,20.9,95.2,6.0,99.1,4
4223,15.0,89.6,6.3,83.9,3
4224,23.2,99.1,2.5,78.8,3
4225,5.4,75.3,6.2,68.5,2
4226,18.6,80.6,5.1,92.6,4
4227,28.1,79.5,4.3,100.0,4
4228,17.9,83.9,7.9,92.5,4
4229,16.9,75.7,5.6,80.2,3
4230,15.1,74.4,9.9,76.1,3
4231,4.0,76.5,7.7,65.6,2
4232,24.5,82.6,8.0,100.0,4
4233,10.7,99.8,7.3,69.7,2
4234,18.5,86.2,3.8,95.7,4
4235,4.1,66.2,7.4,54.7,1
4236,6.7,68.9,8.5,80.7,3
4237,25.0,87.5,6.4,100.0,4
4238,12.6,75.9,4.5,70.1,3
4239,25.2,76.9,4.5,100.0,4
4240,14.5,80.3,4.1,81.1,3
4241,2.1,99.9,2.8,45.9,1
4242,21.2,90.9,8.9,93.1,4
4243,10.9,93.0,5.1,100.0,4
4244,19.9,80.5,6.3,100.0,4
4245,15.2,77.1,5.8,100.0,4
4246,4.2,80.6,3.4,65.9,2
4247,16.2,66.2,7.9,92.7,4
4248,30.4,100.0,6.9,100.0,4
4249,18.5,89.1,4.8,100.0,4
4250,14.6,81.8,2.0,71.4,3
4251,22.5,88.6,5.8,100.0,4
4252,16.5,73.6,4.2,88.0,4
4253,16.5,90.0,6.7,94.6,4
4254,7.4,84.9,8.4,57.6,2
4255,16.6,86.4,8.3,100.0,4
4256,22.2,72.8,6.3,100.0,4
4257,9.1,96.7,5.5,85.3,4
4258,25.0,76.8,6.9,100.0,4
4259,14.4,85.0,4.2,100.0,4
4260,8.8,80.5,7.6,69.7,2
4261,22.0,99.4,3.4,100.0,4
4262,13.0,99.0,7.6,96.7,4
4263,20.3,90.6,7.0,100.0,4
4264,13.0,79.6,6.1,78.1,3
4265,14.6,91.7,9.5,97.4,4
4266,18.5,94.7,8.8,89.2,4
4267,17.0,92.8,5.5,95.3,4
4268,1.0,95.4,5.5,53.7,1
4269,7.2,92.5,6.7,77.0,3
4270,21.5,90.5,10.0,100.0,4
4271,14.1,77.0,5.4,82.9,3
4272,11.3,100.0,8.1,85.8,4
4273,5.5,86.2,8.8,62.4,2
4274,7.4,71.4,4.4,67.0,2
4275,0.8,97.3,6.1,77.1,3
4276,14.3,76.7,9.3,84.6,3
4277,10.8,92.8,6.2,58.4,2
4278,8.2,100.0,5.6,70.3,3
4279,14.5,80.3,4.1,95.9,4
4280,17.5,86.2,3.8,100.0,4
4281,29.7,77.5,6.4,100.0,4
4282,4.4,79.5,6.1,61.5,2
4283,23.1,66.2,3.7,100.0,4
4284,21.8,87.3,5.6,100.0,4
4285,9.5,98.4,2.4,80.6,3
4286,16.4,92.6,4.7,89.9,4
4287,11.8,80.9,4.3,77.5,3
4288,16.3,90.8,10.0,99.0,4
4289,25.6,70.5,5.2,100.0,4
4290,19.2,93.5,3.9,100.0,4
4291,18.6,83.8,5.2,100.0,4
4292,12.0,79.4,3.2,75.6,3
4293,4.6,68.2,3.6,65.0,2
4294,13.5,85.9,4.7,80.8,3
4295,23.4,88.4,8.6,100.0,4
4296,4.3,98.4,5.7,60.6,2
4297,7.6,86.5,7.0,68.7,2
4298,15.9,82.4,3.5,99.8,4
4299,8.1,92.5,6.8,76.8,3
4300,9.5,72.1,4.8,77.9,3
4301,12.0,88.1,5.7,76.4,3
4302,5.4,83.3,9.1,52.4,1
4303,8.2,77.6,6.3,71.6,3
4304,19.9,93.5,6.6,100.0,4
4305,5.8,88.3,7.5,65.8,2
4306,3.8,73.7,9.7,54.6,1
4307,10.6,100.0,3.5,78.0,3
4308,20.1,73.5,5.7,98.8,4
4309,13.6,76.6,8.0,82.4,3
4310,11.7,84.5,3.9,78.2,3
4311,15.3,70.4,4.4,100.0,4
4312,2.8,76.9,4.6,55.4,2
4313,18.5,70.9,3.5,100.0,4
4314,17.7,96.8,5.0,84.2,3
4315,12.1,64.5,7.3,65.3,2
4316,22.0,79.1,5.7,100.0,4
4317,7.1,80.8,5.2,84.3,3
4318,22.9,91.8,4.7,100.0,4
4319,16.1,80.6,7.4,97.8,4
4320,12.6,98.2,7.0,86.5,4
4321,14.9,87.3,6.5,88.8,4
4322,14.2,82.8,4.3,86.5,4
4323,23.5,80.2,5.3,100.0,4
4324,7.5,77.7,2.7,81.5,3
4325,9.7,78.3,8.1,81.7,3
4326,22.3,73.0,6.8,84.2,3
4327,10.8,73.6,4.3,83.7,3
4328,21.3,86.6,10.0,88.9,4
4329,26.9,91.2,4.9,100.0,4
4330,12.2,72.5,2.8,86.0,4
4331,19.8,88.0,7.3,82.8,3
4332,6.9,90.4,8.2,60.0,2
4333,20.3,86.0,5.2,98.9,4
4334,16.4,86.8,5.6,96.0,4
4335,18.3,63.5,5.8,100.0,4
4336,10.5,84.6,5.1,79.7,3
4337,3.4,82.1,7.6,71.9,3
4338,18.5,99.4,7.8,93.8,4
4339,0.6,69.7,9.6,62.7,2
4340,12.8,80.6,6.9,83.6,3
4341,21.6,79.4,7.7,100.0,4
4342,16.3,91.3,5.6,87.1,4
4343,28.6,82.1,2.4,100.0,4
4344,22.2,81.3,7.6,100.0,4
4345,10.4,94.0,8.1,76.6,3
4346,15.2,89.1,9.6,79.9,3
4347,14.7,79.5,7.9,98.1,4
4348,3.9,93.4,4.1,60.8,2
4349,8.4,69.6,4.4,72.0,3
4350,11.1,99.8,4.5,83.5,3
4351,0.7,93.3,5.9,54.2,1
4352,15.3,89.9,3.6,88.5,4
4353,13.3,86.8,4.0,99.2,4
4354,3.3,90.6,5.8,47.2,1
4355,17.8,84.5,5.3,100.0,4
4356,20.0,66.0,5.5,100.0,4
4357,16.6,100.0,3.7,76.9,3
4358,12.7,98.7,3.6,93.6,4
4359,19.1,69.1,6.4,91.5,4
4360,19.8,96.4,6.9,100.0,4
4361,17.2,80.6,8.6,87.7,4
4362,9.2,94.2,3.4,98.5,4
4363,16.9,92.4,5.2,93.0,4
4364,23.4,82.9,10.0,100.0,4
4365,10.8,88.9,6.5,77.2,3
4366,29.7,72.7,5.4,100.0,4
4367,11.3,99.0,7.9,70.3,3
4368,15.2,79.3,8.3,85.8,4
4369,10.3,83.0,7.8,47.8,1
4370,16.6,78.7,5.1,98.3,4
4371,2.8,78.4,4.3,65.6,2
4372,11.2,90.4,4.2,90.6,4
4373,7.4,81.2,5.8,68.2,2
4374,15.9,73.6,8.9,83.9,3
4375,22.0,77.8,7.1,100.0,4
4376,19.5,76.8,7.8,100.0,4
4377,0.0,77.4,2.8,60.6,2
4378,29.3,86.0,5.5,100.0,4
4379,17.1,95.4,8.0,78.1,3
4380,9.6,66.4,2.2,91.9,4
4381,16.1,70.0,5.7,84.0,3
4382,16.2,91.4,10.0,88.5,4
4383,10.3,83.4,1.3,75.7,3
4384,16.4,83.5,4.6,83.5,3
4385,10.7,91.6,5.9,81.3,3
4386,12.2,81.5,8.1,81.4,3
4387,10.2,87.1,9.3,84.3,3
4388,5.0,100.0,3.9,41.7,1
4389,16.0,78.5,4.4,99.6,4
4390,19.1,70.4,6.1,100.0,4
4391,18.6,92.5,6.6,81.6,3
4392,20.7,100.0,4.8,92.7,4
4393,17.3,87.9,5.4,79.9,3
4394,11.3,83.6,8.3,73.1,3
4395,20.9,71.0,7.3,100.0,4
4396,5.5,83.4,6.9,54.9,1
4397,8.7,71.3,5.7,80.9,3
4398,8.3,100.0,5.4,55.1,2
4399,22.6,100.0,5.8,100.0,4
4400,21.6,82.6,9.0,74.3,3
4401,18.4,73.4,7.2,100.0,4
4402,22.5,85.0,6.7,100.0,4
4403,8.8,68.1,8.5,83.4,3
4404,17.4,94.4,6.9,98.4,4
4405,14.1,100.0,4.3,99.5,4
4406,20.9,93.2,4.0,99.9,4
4407,14.2,97.9,7.0,76.3,3
4408,12.3,88.8,5.0,72.5,3
4409,18.8,96.7,3.9,96.1,4
4410,21.1,82.0,7.9,100.0,4
4411,10.3,97.9,7.4,71.6,3
4412,14.6,93.1,7.1,91.8,4
4413,7.6,79.4,3.6,69.6,2
4414,0.0,86.7,5.8,61.1,2
4415,16.4,100.0,3.3,96.5,4
4416,19.3,83.6,3.3,84.2,3
4417,16.8,90.2,5.3,100.0,4
4418,1.4,70.3,9.3,59.9,2
4419,12.5,78.5,7.6,71.4,3
4420,0.0,86.5,4.4,53.1,1
4421,24.6,73.5,4.6,98.7,4
4422,7.4,80.1,4.9,80.6,3
4423,23.8,82.2,6.6,100.0,4
4424,21.6,68.6,9.2,99.6,4
4425,8.7,61.6,7.2,63.3,2
4426,7.1,92.5,6.0,73.3,3
4427,17.5,77.3,7.0,90.4,4
4428,9.1,81.2,2.2,76.5,3
4429,15.7,80.8,4.1,89.6,4
4430,11.6,85.0,6.4,80.0,3
4431,2.5,85.6,5.3,45.4,1
4432,0.0,100.0,4.8,40.3,1
4433,16.6,83.7,7.7,92.3,4
4434,11.1,96.2,9.3,81.3,3
4435,11.1,70.9,8.0,66.9,2
4436,19.9,100.0,6.1,87.7,4
4437,23.2,75.5,7.2,100.0,4
4438,13.1,92.5,5.1,79.2,3
4439,12.6,84.2,8.5,64.4,2
4440,18.5,74.0,6.2,93.4,4
4441,5.5,75.7,4.2,51.5,1
4442,16.6,85.9,7.3,85.5,4
4443,18.9,82.3,6.3,87.6,4
4444,19.8,79.1,5.7,100.0,4
4445,1.4,99.1,6.2,46.0,1
4446,9.7,93.0,3.9,74.6,3
4447,8.9,77.1,8.2,76.2,3
4448,15.7,100.0,3.5,85.5,4
4449,18.4,60.9,5.0,100.0,4
4450,25.5,97.7,5.1,100.0,4
4451,11.5,100.0,4.3,86.8,4
4452,11.5,66.3,5.5,90.0,4
4453,23.0,82.1,5.3,100.0,4
4454,17.1,89.9,5.9,90.5,4
4455,23.9,83.0,9.4,100.0,4
4456,17.0,91.7,6.4,71.5,3
4457,6.9,84.7,4.2,62.9,2
4458,5.7,89.2,8.1,59.5,2
4459,4.1,89.2,8.6,63.1,2
4460,19.6,84.1,3.9,87.7,4
4461,23.3,81.7,6.0,98.3,4
4462,27.9,85.5,4.3,100.0,4
4463,20.9,75.6,9.0,100.0,4
4464,23.1,94.0,4.8,96.7,4
4465,10.9,89.2,5.9,75.0,3
4466,6.9,98.7,6.5,77.3,3
4467,21.0,93.2,9.3,100.0,4
4468,17.9,81.3,6.2,92.4,4
4469,15.8,82.1,6.0,100.0,4
4470,17.7,98.4,6.7,74.8,3
4471,17.3,75.9,4.2,69.3,2
4472,24.0,85.7,9.4,100.0,4
4473,24.1,89.8,7.8,100.0,4
4474,18.8,75.0,3.4,99.8,4
4475,20.9,74.3,3.8,100.0,4
4476,18.6,77.0,10.0,96.1,4
4477,11.8,77.7,5.1,71.2,3
4478,20.3,92.3,8.3,93.5,4
4479,5.2,77.2,5.8,85.7,4
4480,22.4,67.9,6.0,100.0,4
4481,6.6,85.3,3.4,58.9,2
4482,17.0,100.0,2.3,92.2,4
4483,9.1,87.4,4.3,83.0,3
4484,18.9,75.5,4.2,86.5,4
4485,14.8,84.7,8.0,98.5,4
4486,3.8,82.6,4.7,51.6,1
4487,17.9,86.8,1.6,98.5,4
4488,11.0,97.6,4.9,78.8,3
4489,21.2,71.7,6.5,88.4,4
4490,15.0,81.4,4.8,88.7,4
4491,17.8,75.0,6.8,85.7,4
4492,8.3,87.9,8.3,78.7,3
4493,10.9,100.0,8.9,65.8,2
4494,11.8,73.1,6.9,88.2,4
4495,21.0,100.0,8.7,100.0,4
4496,26.7,83.7,4.6,100.0,4
4497,9.4,92.2,7.0,63.3,2
4498,22.5,81.0,7.6,99.6,4
4499,0.0,99.2,5.0,46.6,1
4500,6.6,74.9,7.3,67.4,2
4501,8.3,97.9,6.4,71.9,3
4502,5.5,82.1,5.4,75.3,3
4503,3.9,84.5,6.8,56.2,2
4504,17.9,95.0,1.5,97.1,4
4505,13.5,73.7,6.1,90.6,4
4506,17.7,89.3,6.9,100.0,4
4507,19.8,85.8,8.1,100.0,4
4508,16.9,78.3,10.0,83.4,3
4509,19.6,80.2,6.0,100.0,4
4510,14.5,100.0,3.7,91.3,4
4511,6.7,82.9,6.5,76.1,3
4512,22.4,73.2,6.8,100.0,4
4513,10.9,77.2,2.4,77.3,3
4514,8.5,90.5,9.3,59.6,2
4515,13.8,85.8,7.3,75.4,3
4516,8.6,100.0,3.8,65.5,2
4517,12.1,72.1,6.0,97.5,4
4518,17.4,77.2,3.2,97.5,4
4519,17.4,87.5,5.3,100.0,4
4520,8.7,78.1,10.0,77.5,3
4521,11.6,77.5,5.2,74.9,3
4522,22.5,100.0,5.5,100.0,4
4523,18.5,100.0,4.8,100.0,4
4524,29.5,91.9,6.7,100.0,4
4525,23.3,86.6,5.3,100.0,4
4526,23.0,97.5,7.6,100.0,4
4527,5.3,93.0,5.8,57.2,2
4528,20.3,72.0,6.9,92.7,4
4529,14.6,77.2,10.0,95.0,4
4530,11.1,83.9,6.7,79.6,3
4531,16.2,75.2,8.2,100.0,4
4532,21.6,80.6,6.0,100.0,4
4533,18.5,81.0,7.4,87.5,4
4534,8.9,69.9,6.6,75.1,3
4535,20.2,72.5,3.8,96.2,4
4536,10.5,92.0,6.5,78.8,3
4537,16.5,96.6,8.6,79.4,3
4538,12.9,77.9,7.7,68.5,2
4539,13.5,90.9,3.6,74.0,3
4540,20.4,81.1,7.0,100.0,4
4541,7.7,98.8,7.3,70.5,3
4542,28.6,83.7,5.7,100.0,4
4543,2.3,70.5,6.0,69.5,2
4544,10.8,100.0,6.0,81.6,3
4545,17.6,100.0,3.0,92.2,4
4546,19.1,92.2,4.6,100.0,4
4547,14.3,78.6,4.8,95.6,4
4548,14.6,91.1,6.9,91.3,4
4549,17.9,93.1,8.6,85.3,4
4550,13.4,70.8,4.6,78.6,3
4551,24.8,91.7,8.8,100.0,4
4552,20.9,89.1,5.1,100.0,4
4553,21.1,93.1,5.2,100.0,4
4554,8.2,93.2,7.4,81.2,3
4555,14.4,82.3,4.6,82.3,3
4556,12.9,88.2,6.3,81.8,3
4557,8.0,88.8,4.4,68.8,2
4558,17.5,82.6,7.6,95.3,4
4559,11.2,100.0,10.0,70.0,2
4560,19.6,82.7,10.0,98.6,4
4561,7.5,98.1,4.6,70.6,3
4562,27.0,78.6,5.4,100.0,4
4563,8.7,73.5,8.2,59.9,2
4564,16.5,96.3,7.6,96.2,4
4565,20.5,92.2,6.8,100.0,4
4566,11.0,75.7,6.2,89.3,4
4567,21.0,82.2,7.4,100.0,4
4568,6.4,87.0,6.1,62.1,2
4569,25.2,100.0,8.2,100.0,4
4570,15.1,80.5,7.1,100.0,4
4571,10.8,58.1,4.1,94.5,4
4572,12.9,76.5,9.1,78.1,3
4573,20.7,86.4,7.7,100.0,4
4574,10.9,81.8,3.8,84.2,3
4575,9.8,76.1,7.3,79.0,3
4576,13.4,72.6,6.9,75.2,3
4577,6.8,89.1,5.9,67.3,2
4578,27.7,98.7,5.3,100.0,4
4579,11.0,86.4,2.0,71.8,3
4580,20.8,77.4,5.2,85.8,4
4581,16.5,82.4,3.4,95.3,4
4582,8.1,92.5,1.1,58.7,2
4583,15.0,80.3,5.9,89.1,4
4584,20.5,75.2,7.2,97.0,4
4585,13.7,93.2,7.1,64.2,2
4586,23.4,91.2,8.0,100.0,4
4587,22.2,89.4,5.9,100.0,4
4588,21.4,73.6,1.6,91.4,4
4589,11.8,84.6,3.6,78.0,3
4590,7.4,74.1,3.4,62.2,2
4591,10.7,81.9,4.2,77.2,3
4592,16.4,81.9,9.3,80.7,3
4593,18.8,73.0,7.4,86.1,4
4594,0.0,94.0,4.9,38.4,0
4595,14.9,84.3,8.4,85.0,4
4596,16.1,81.6,6.9,61.6,2
4597,13.1,93.9,5.8,66.3,2
4598,24.0,97.2,4.1,94.5,4
4599,18.0,89.1,3.7,97.7,4
4600,24.2,95.4,8.0,100.0,4
4601,13.5,84.3,5.8,73.9,3
4602,21.6,87.1,6.7,100.0,4
4603,26.4,91.2,2.5,100.0,4
4604,24.2,86.5,4.1,100.0,4
4605,7.4,90.2,7.3,56.6,2
4606,13.2,90.5,8.2,76.6,3
4607,12.6,79.2,4.5,87.7,4
4608,18.4,100.0,2.5,100.0,4
4609,19.8,99.5,8.1,100.0,4
4610,9.1,77.0,6.4,89.0,4
4611,15.5,73.5,5.3,100.0,4
4612,0.9,81.0,4.7,59.3,2
4613,25.1,79.0,5.1,99.6,4
4614,11.4,99.7,5.1,88.3,4
4615,15.4,86.9,7.7,88.6,4
4616,12.8,78.9,6.7,81.4,3
4617,23.0,93.1,7.1,96.5,4
4618,0.0,74.0,5.9,46.9,1
4619,14.9,76.8,8.1,81.6,3
4620,14.3,100.0,9.3,78.3,3
4621,11.8,77.0,5.3,100.0,4
4622,27.1,88.7,3.0,100.0,4
4623,8.8,77.8,10.0,68.3,2
4624,20.4,97.9,5.4,100.0,4
4625,17.5,81.5,8.5,96.0,4
4626,23.8,76.3,4.1,100.0,4
4627,10.3,80.0,8.5,66.9,2
4628,9.9,91.0,3.9,66.4,2
4629,22.7,65.8,4.9,100.0,4
4630,18.0,100.0,8.7,94.9,4
4631,4.2,85.3,6.9,55.4,2
4632,11.2,86.5,8.8,75.3,3
4633,17.7,89.8,7.9,99.0,4
4634,20.9,66.3,4.0,82.1,3
4635,10.2,81.6,4.3,86.5,4
4636,0.0,91.1,2.0,47.7,1
4637,18.7,88.0,6.3,78.5,3
4638,6.5,89.0,3.1,55.4,2
4639,0.9,96.7,7.5,38.6,0
4640,0.0,69.3,6.9,50.1,1
4641,20.7,80.1,2.7,90.2,4
4642,15.9,92.9,4.7,68.2,2
4643,13.4,80.6,10.0,96.2,4
4644,24.7,90.2,5.9,100.0,4
4645,19.5,75.9,5.4,100.0,4
4646,26.3,84.0,6.0,100.0,4
4647,5.3,74.7,5.8,39.9,0
4648,14.8,79.7,5.8,76.8,3
4649,3.7,79.3,6.4,77.5,3
4650,13.4,56.6,4.1,95.3,4
4651,13.3,80.4,1.2,91.6,4
4652,19.4,77.6,5.7,84.7,3
4653,15.3,77.3,9.0,97.4,4
4654,19.4,84.6,5.3,94.0,4
4655,19.9,89.9,7.7,100.0,4
4656,30.1,86.5,5.7,100.0,4
4657,12.8,76.7,3.1,73.3,3
4658,8.4,84.1,7.5,56.4,2
4659,16.7,86.3,7.2,97.1,4
4660,9.4,74.3,4.6,85.6,4
4661,25.4,93.1,4.7,100.0,4
4662,13.0,70.4,7.9,83.1,3
4663,11.0,80.0,6.8,82.0,3
4664,11.7,89.5,5.8,69.0,2
4665,20.0,81.9,5.9,100.0,4
4666,13.9,85.0,10.0,84.1,3
4667,10.5,80.9,8.4,84.0,3
4668,26.7,76.6,6.1,100.0,4
4669,9.0,87.1,9.8,81.1,3
4670,15.2,76.9,6.0,96.4,4
4671,19.6,77.8,8.6,100.0,4
4672,3.6,74.2,7.1,58.4,2
4673,18.4,98.8,5.5,93.7,4
4674,7.6,77.9,7.0,78.6,3
4675,20.8,86.4,6.6,86.5,4
4676,8.3,95.5,9.1,57.0,2
4677,19.8,80.7,9.5,91.9,4
4678,22.7,77.5,4.9,100.0,4
4679,21.0,80.1,8.2,100.0,4
4680,16.8,86.2,8.3,100.0,4
4681,13.4,71.4,4.8,73.1,3
4682,11.0,91.8,2.4,66.0,2
4683,25.3,78.6,4.9,100.0,4
4684,10.1,98.2,5.1,80.8,3
4685,7.7,97.2,4.9,60.4,2
4686,19.7,83.3,3.9,100.0,4
4687,9.4,78.6,6.3,75.7,3
4688,8.3,87.5,9.6,54.8,1
4689,4.9,88.7,3.4,53.4,1
4690,11.6,94.6,6.1,84.6,3
4691,14.4,87.3,5.6,85.3,4
4692,16.7,78.8,5.5,87.3,4
4693,21.7,77.5,9.2,100.0,4
4694,18.7,87.7,6.2,100.0,4
4695,13.7,72.3,10.0,77.0,3
4696,13.6,69.1,5.7,100.0,4
4697,18.6,60.8,5.5,100.0,4
4698,23.9,82.0,4.7,100.0,4
4699,15.9,83.7,4.1,97.2,4
4700,11.7,81.5,4.8,83.9,3
4701,8.0,86.0,5.9,67.3,2
4702,4.9,91.2,6.4,72.3,3
4703,19.7,82.0,2.0,94.6,4
4704,19.0,100.0,4.7,90.8,4
4705,19.0,90.2,6.1,98.8,4
4706,14.1,81.5,5.0,77.9,3
4707,24.8,85.2,7.1,100.0,4
